"","p","q","r"
"1",-0.644924173032691,0.929562053868984,-0.113520109850156
"2",2.20258252651033,-1.17258212829429,-0.305701541798578
"3",-0.404007897862198,-0.694964874649758,0.100016654195927
"4",1.1573779487828,-1.64268166035576,-0.384701537766154
"5",-0.316582676889493,-1.16466940129973,-1.01135009735836
"6",0.515445472001447,-0.51725207515352,1.09421768349738
"7",1.93686079298372,-0.0558714312720183,0.520333710772827
"8",2.32363128464453,1.83679886962046,0.807396989359589
"9",0.330827964664039,2.68656568402525,0.977663272164077
"10",-1.24306780393366,0.310527106598113,0.499518061796583
"11",-0.0744922447744511,1.23377996429132,0.453316948371856
"12",0.315477388131001,1.92133210552721,-0.250942752254289
"13",0.668720046469254,2.43519663030876,0.875275085039344
"14",1.90862307550617,0.504844686517064,-0.491626742692965
"15",-0.152939890645458,0.499653925034418,0.806882826440619
"16",-0.946806725902557,3.04016477846089,1.67319070894678
"17",1.99534591541137,3.97976487338552,0.22119145612447
"18",1.34295029094627,2.64538387266613,-0.388576664158841
"19",1.13743455648916,1.6951206226342,0.31513285014785
"20",-0.335412879562068,1.45691981559613,-0.347944257922758
"21",0.145205319033591,0.435208471751786,0.9419763810962
"22",0.309177176768976,1.84404295913352,0.376135631356594
"23",2.55729088785931,-0.560672779399798,1.47382086628308
"24",1.88667684370858,-0.112053132205163,0.0592694097239566
"25",-0.0266519255662262,-1.49176405062267,0.408543159167684
"26",0.814952666937339,0.308803234253969,-0.20348664680007
"27",-1.32376694620286,-3.37015617024934,0.600876519777325
"28",-0.882090386456411,-2.05336496896938,-0.713853680332966
"29",-0.547831476228248,-0.779143848508115,-0.0202839708369805
"30",-2.21737081274839,-0.795211709055762,-0.416343853471447
"31",-0.431250546160597,-2.78874919442668,2.08614099167072
"32",-0.0631034607549586,1.05777686225456,0.266648263419554
"33",-1.50339625934513,0.586971752492128,1.09779488664706
"34",-1.58615839205522,0.591060545313789,-1.35991998306266
"35",3.18264643766122,0.610490231605709,0.362270943731298
"36",-0.0826037464838575,0.44304659051599,-0.595853016574653
"37",1.0518411670064,1.2405054665608,0.729865763719109
"38",0.249294330042943,1.00072356068085,1.13216012500627
"39",2.29755496799242,1.33984050309488,0.387800474947569
"40",0.28036717994502,2.56732368379967,-0.835499219120064
"41",1.00661833272129,0.58730560799989,0.423044205471987
"42",1.08306590495733,-0.0202767863998708,0.165326068666836
"43",-0.265185764864626,1.22579311450031,1.82204433284569
"44",-0.742089485154544,-1.63536611811606,0.207038692108757
"45",1.60787770095409,1.09527077839251,1.10296334912934
"46",2.22757749621477,2.63699567032321,-1.23967083478188
"47",0.786237101149061,1.78989417282369,2.72822614583482
"48",-0.810513696445802,1.02241288647587,-0.697861429266328
"49",1.13233913505777,0.822986540987622,-0.745403267012005
"50",-0.206116442057471,1.3132276958681,1.87230904702927
"51",0.351992600936725,1.3160366344234,0.395461907487013
"52",1.95541418500233,1.72031862031527,-0.61546408026765
"53",-1.0603813370822,0.518219530115954,2.41728140302486
"54",1.3159595705897,-1.32488527537709,-0.0989721238417956
"55",1.27424907599885,0.619675066923013,-1.95345769691521
"56",1.18366150172458,1.8689379823685,1.84209219625132
"57",1.63065310046076,2.51132535462802,1.08705327646836
"58",0.60145897948641,3.57923220749679,0.658156726512684
"59",1.23165164734254,0.992085449538591,-0.263801144916727
"60",0.778700605667101,1.61155468847422,0.953461521656793
"61",1.42906622682342,0.917891642565049,1.19231942767148
"62",0.677941201244223,2.686362437196,-0.0181179286272825
"63",1.45864276417824,1.83381701478751,1.61907428935698
"64",2.51870796356806,2.34209900157662,2.01697747981632
"65",-0.204268716251895,3.24437951241191,1.14709920373548
"66",-0.057147650669672,0.490611998252832,1.08317097703275
"67",-0.0549859496026145,0.925605066093752,1.71754111559289
"68",1.81168647748556,1.28213846523032,-0.593960313013837
"69",0.325512275262347,3.31120013997856,1.13655362223576
"70",1.92063384202901,1.20048498406128,0.329445344754705
"71",1.4955639434566,4.08961275809331,-0.675582499412761
"72",0.760975420312224,3.349340521852,0.537121330170514
"73",1.54369263752245,1.69979513822052,-0.875991016904051
"74",0.365916688968919,2.35392646923155,0.404784989632454
"75",0.322404653063246,3.29127911939033,-0.493463298606667
"76",0.118639172562016,2.87182664603553,-0.494530667409692
"77",1.85650587934737,2.70573192588527,0.757751133373233
"78",2.92716393159675,-0.622433412517562,2.83531626666509
"79",-0.898191675492574,1.26109668517261,0.371205551780443
"80",-0.359658816867464,1.38284176879991,1.70630884757424
"81",-0.575095330781374,1.34969755970999,1.08691743686426
"82",-0.81485747640546,0.937234117538484,-1.09844051768652
"83",0.762240347168844,1.67680854241515,-0.566675119795043
"84",0.615716186903378,2.44056946075871,1.76425404076724
"85",0.287861931809783,1.34332454555591,0.807870818661037
"86",0.0871913582111694,1.62847093444315,0.818098839829153
"87",1.32419692702336,0.302249269875957,2.63291348050088
"88",-1.01725594270911,2.07393416772466,-0.770826903826139
"89",2.4619781104135,3.00847275343356,1.97678133528326
"90",1.16503207596114,3.16374757144441,0.422390176026817
"91",2.25455693184594,2.61662285008136,1.63230473923718
"92",1.61817741414668,3.37688351440718,2.41539555611182
"93",1.89013322216125,1.5971886230351,2.74441008528642
"94",1.64867755006345,5.15010204428692,1.6043061183401
"95",1.18653187118455,4.27656492200494,1.62874489708341
"96",3.16265434735957,4.15931482431851,0.206426081489843
"97",2.06050061605935,4.52027796070133,3.27748217444085
"98",1.4128205346416,5.58271258147771,1.95206997885127
"99",3.50304074544475,6.33642157762753,2.38833123371466
"100",2.12525017423544,7.84956438859789,1.75917056045877
"101",0.552818055983862,4.15482292237407,-0.319092906278047
"102",2.37928253833086,4.18106033857283,2.22640763045685
"103",2.47652997108432,5.58264875314705,2.66230524564579
"104",2.95752946691728,5.09820177222235,1.17770068495878
"105",3.76784002821668,4.14361795933401,2.2805288610112
"106",3.02371238613368,5.23339735366485,1.08292708318076
"107",1.33123332215861,4.91405566725837,2.47348641029917
"108",2.42907770410214,4.91530285401643,0.929835112890134
"109",1.43926585997324,1.74008950319939,2.1841227548845
"110",1.74874298238852,0.572960307493227,2.03541178537511
"111",1.13451332116195,3.03969158648999,-0.0318892973507956
"112",0.678855725358338,2.3549008511543,2.71436866927341
"113",2.56158620016671,1.08791697923011,0.541541280544068
"114",1.15991518416939,1.12020900752089,1.2533219776891
"115",1.70789323338111,1.9172153379996,0.991406623467501
"116",0.546357873814608,0.339777012994212,2.41168251713998
"117",-1.48925631877534,0.533079213910751,2.53613578896961
"118",0.841960197439344,3.52249655431631,0.498410875702131
"119",1.26156952053434,1.03569113946446,-0.820632234329381
"120",2.87262506074788,0.850767966730884,0.633473082007412
"121",0.524894732121835,1.45615962241353,0.0871078655294824
"122",-1.68797966254415,-0.15558196677804,0.625149451578828
"123",-0.17431312653446,-0.197427205462314,-0.609350851667346
"124",-0.829029020801814,1.1389301831677,0.694512530521552
"125",0.586243445921389,-0.60014343907249,0.530552830688913
"126",0.380815056702614,2.08491516553645,2.10619937678571
"127",1.08278119039503,-1.76865067921852,1.23752241463873
"128",1.41285876507923,-0.380662388886644,0.647477977246664
"129",-0.39242038595871,1.87960637163204,-0.91650166562662
"130",1.30280880575016,1.07440732154028,0.513863279627339
"131",-0.497210880577333,0.451234590640957,0.722837991973002
"132",0.474967394293823,0.935040608120605,0.698824282652399
"133",0.434083804334716,1.13391362291581,0.612654101217261
"134",-1.29723666877773,1.59961790582932,0.640950866207056
"135",0.321554763006347,2.67119953189953,2.14257780061205
"136",-2.00956474315445,-0.328190772007409,-1.60491890071208
"137",-1.09470663196407,2.1324029794317,0.331504299452704
"138",0.164620497017076,-2.02373434504121,0.623392791993443
"139",0.521160272699032,0.486010005416071,-0.49546415548274
"140",1.44166318587436,3.46428729531849,1.63911105484793
"141",-0.336988754187217,1.16920205868701,0.760783248681169
"142",1.03367017656198,-0.416747148582593,2.29085631913895
"143",1.60504999147593,2.30174004306631,0.901313050421967
"144",-0.473089449015531,-0.99449662504984,-0.864993821094586
"145",0.0969937227334848,-0.783261150203928,-0.290859700241489
"146",-2.6174972855785,-0.782562656092199,1.80169169770509
"147",-1.49116359935609,-3.02389766482326,1.04561460428826
"148",-1.55510147672841,-3.27580221702683,-0.227557705360349
"149",-0.830042407750935,-3.99177814770359,1.02024734641653
"150",-1.6422319708852,-0.577701792913262,-0.0483434065082183
"151",-1.35377541866213,-2.04006794733143,-1.56510901507039
"152",-0.742184666519049,-1.28487039819911,-0.665397156672023
"153",0.274744489249312,-2.05041858466153,1.00271758835464
"154",0.265661991272164,-1.77417153347454,-1.29642547049578
"155",-0.996813308996689,-1.96448708758437,0.372078014083834
"156",-0.576100583103186,-2.08211810399645,-0.588538760818637
"157",-0.663681381460839,-2.25105995549002,-0.676690352991494
"158",-1.56599160768592,-2.10244272929878,-0.67080818081856
"159",1.48691610023047,-1.37920550122161,-0.32032499323866
"160",-0.392628637088704,-1.6430148294374,-1.51871449140355
"161",-0.233261678824989,-2.07441440949139,-1.54865756885519
"162",-1.72979300299481,-2.32464801889365,-1.75309230862565
"163",-0.94938868080268,-0.198888303236141,-1.90229434855571
"164",-1.26970806744895,-4.24670794604013,1.14293915776296
"165",0.688074738690952,-0.482831949137647,-0.138173874839602
"166",0.247027190775621,-0.845223995511272,1.13472998881341
"167",-0.35947715770982,0.0684701329361118,-0.406093423264004
"168",0.51862453935946,-0.781245887346444,-0.151684275502105
"169",0.271626891194392,-0.614776993156947,-0.954369191191254
"170",1.08970210663917,1.29701373971112,0.14548421277821
"171",1.29229366217303,-0.378352292503335,0.734086046651194
"172",0.597768109674269,-1.67930672771743,-0.801655267797256
"173",-1.0390381501731,1.71309065362422,-0.104279121286161
"174",-0.207555142507272,0.645040029869703,1.01026996838973
"175",0.373967853426828,0.919132635668711,-0.955101507247189
"176",2.04929060062561,0.0824314046549294,0.468475550520563
"177",-0.0223581820103743,-2.11625780417845,-2.28018979239869
"178",-0.450362461899368,1.34899161913599,-1.83552903301746
"179",2.26975500430105,0.0644655118107467,-0.0954883986013611
"180",1.99398993025395,-1.27460178954412,0.809238680283565
"181",0.173328053375429,0.825955594870907,1.75726560955252
"182",0.478826835265535,0.464944349036758,0.735233801902844
"183",-0.793592046793506,0.740477103996845,0.137065259827975
"184",0.827250745649317,0.851999093351688,0.121176953485151
"185",-0.580754788986011,-0.0782263163043119,0.205362698843655
"186",-0.232664611710999,0.941698768849033,-0.573966750024364
"187",-0.984923779761894,0.0776912513527734,1.36183168398278
"188",-1.94291669444195,1.16810952451467,1.2848185809567
"189",-1.18815628422849,-0.0220316493024116,-1.91996504507774
"190",1.2794239813803,0.281137632682776,0.596393131391021
"191",-1.06220550185786,1.56145295753852,0.770285640843447
"192",-0.246590428391361,0.896126728520283,0.185134397721902
"193",-0.701586065706013,0.31530426857618,0.857020616428741
"194",0.137699943370026,0.964293281811499,1.08502728041458
"195",0.607521191088578,-0.547411522847588,0.887383102098128
"196",-0.718498470688998,0.639624716637672,0.431810050373114
"197",-0.739559346790797,-0.879007745708278,-1.57689777672872
"198",0.994014718471737,0.925948649602648,0.72108238520769
"199",0.139042580292366,0.306952655809158,-0.474543920116413
"200",1.27542436999641,0.534906804767924,0.00457031673960766
"201",-0.601786057785961,-0.113816982415741,-0.444798950284102
"202",1.15330844880577,0.143594456961365,0.528761955712342
"203",0.157506940293046,-0.0657044182459359,0.216239367756122
"204",1.39468695954809,1.31330914047249,1.07278038468696
"205",0.726788183713434,2.11849762658742,-1.15865367347418
"206",-0.0366013472586715,1.32120399368538,1.31149696667257
"207",0.426160641697848,-0.0677499326322464,-0.179369635822511
"208",0.358979918541182,0.293791253782905,-1.59741390120745
"209",1.63006086672943,-1.73028620749227,-1.10498261829412
"210",1.45983435028534,0.880586031398484,-0.696373013137159
"211",-0.000262338725394884,0.770294917950506,1.17639549454558
"212",0.418263600012901,1.64859954040483,-0.485847251713479
"213",1.29333307282655,0.398633313058212,0.198652556573033
"214",-0.602726487395062,-0.649516724982374,-1.21921483763523
"215",0.957294462496089,1.77964504098788,1.31628735008389
"216",0.690275543242101,-0.0836863840244421,0.326847445267884
"217",2.12516450822197,2.35977514413732,2.60641257662168
"218",1.44921650688077,0.842677083564799,-0.0119321898978487
"219",1.37291332151794,0.130817292704236,0.203162967157766
"220",0.63279354949021,0.208684740387212,-0.357096777797934
"221",0.726665649024498,-1.945233626919,0.367292073152296
"222",2.18563373548159,-1.34599168068221,-2.00930357518097
"223",-0.0149949379265823,-0.375623420944435,-1.35207796403481
"224",1.13300189522214,-0.376024948903029,-0.987269187039305
"225",1.55491839669053,1.10288128338623,0.573583698209693
"226",-0.964383869098394,0.415951920373945,-1.15425392099886
"227",0.234738583610733,0.053175566680205,1.34415774499797
"228",-0.279360891968077,1.29500721462027,0.329397729521895
"229",-0.9259693978222,-0.693040942151854,0.0589973257894529
"230",-0.64163314366004,0.070045530615026,-1.39661684957175
"231",-0.784581002923513,0.137661749378105,0.248169617832085
