197401      4.03719     -0.70112      4.73033      1.03117
197402      4.07979     -0.58806      4.70351      1.07001
197403      4.03601     -0.59348      4.59848      1.06351
197404      3.93639     -0.59202      4.63473      1.00323
197501      3.90801     -0.53761      4.50719      0.98638
197502      3.95636     -0.48573      4.66971      0.95831
197503      3.97155     -0.51683      4.61842      0.93665
197504      3.91069     -0.49709      4.61842      0.94161
197601      3.90668     -0.49886      4.56087      0.93755
197602      3.95636     -0.47772      4.68521      0.94135
197603      3.96903     -0.49313      4.67283      0.94276
197604      3.91801     -0.48038      4.61512      0.92163
197701      3.89454     -0.47267      4.61512      0.94709
197702      3.94546     -0.45692      4.68829      0.95118
197703      3.95891     -0.46418      4.70351      0.93502
197704      3.90668     -0.44958      4.66971      0.91366
197801      3.89860     -0.46287      4.57471      0.84327
197802      3.96777     -0.43527      4.75646      0.83245
197803      3.98403     -0.41835      4.69440      0.82884
197804      3.93769     -0.39075      4.68521      0.80655
197901      3.92197     -0.37759      4.66658      0.86768
197902      3.99207     -0.36173      4.74783      0.97436
197903      4.01338     -0.37015      4.71850      1.10695
197904      3.95316     -0.32993      4.71850      1.17002
198001      3.92855     -0.34700      4.73327      1.30625
198002      3.97968     -0.34615      4.78749      1.37126
198003      3.98960     -0.35632      4.79303      1.35407
198004      3.92197     -0.34099      4.75646      1.39998
198101      3.91535     -0.34446      4.75932      1.48431
198102      3.96966     -0.34599      4.84681      1.52774
198103      3.98403     -0.38049      4.84156      1.51247
198104      3.90801     -0.38170      4.80129      1.44281
198201      3.90197     -0.38836      4.79303      1.48420
198202      3.95891     -0.35772      4.88280      1.47496
198203      3.97968     -0.37313      4.83098      1.49076
198204      3.92658     -0.35613      4.84942      1.50764
198301      3.91535     -0.33608      4.78471      1.47808
198302      3.96018     -0.31718      4.91510      1.44293
198303      3.96462     -0.34730      4.89535      1.46586
198304      3.92986     -0.37194      4.85203      1.45587
198401      3.92395     -0.38457      4.83098      1.48117
198402      3.98030     -0.36902      4.93687      1.46164
198403      3.98713     -0.36159      4.90774      1.48617
198404      3.95253     -0.35469      4.91510      1.50921
198501      3.94675     -0.35567      4.87010      1.53078
198502      4.00854     -0.34662      4.92241      1.49958
198503      4.02118     -0.31566      4.96750      1.44860
198504      3.98713     -0.28476      5.01728      1.44700
198601      4.01277     -0.27343      4.94639      1.32957
198602      4.04364     -0.25184      4.99496      1.18913
198603      4.05814     -0.24196      4.99270      1.10808
198604      4.02416     -0.19801      5.01064      1.12548
198701      3.97843     -0.17698      4.91998      1.11597
198702      4.01096     -0.12319      4.99496      1.10583
198703      4.02177     -0.13429      4.99496      1.11986
198704      3.97843     -0.11251      4.96284      1.11222
198801      3.93183     -0.14051      4.93207      1.07094
198802      3.96208     -0.09492      5.01285      1.09735
198803      3.96777     -0.10155      4.99496      1.11787
198804      3.92855     -0.09378      5.03695      1.11958
198901      3.86633     -0.11056      4.89784      1.16215
198902      3.91136     -0.10783      5.06048      1.17946
198903      3.91999     -0.14287      4.98361      1.14236
198904      3.88362     -0.13690      5.00171      1.13329
199001      3.84446     -0.08417      4.94164      1.12859
199002      3.90801     -0.06215      5.01728      1.07687
199003      3.92724     -0.05750      5.03044      1.17122
199004      3.89792     -0.01267      5.06890      1.26311
DATE        LL          WL            YL           PL
