195901      1.03674      1.12817      1.21194      1.36354
195902      0.99325      1.13783      1.26413      1.36609
195903      1.02962      1.14103      1.28371      1.37877
195904      1.08181      1.18479      1.31372      1.39377
195905      1.04380      1.19996      1.37624      1.44692
195906      1.16627      1.25846      1.40364      1.50851
195907      1.16315      1.34025      1.47933      1.52606
195908      1.21788      1.35325      1.48614      1.52606
195909      1.39624      1.54756      1.60944      1.60342
195910      1.39872      1.51072      1.56862      1.56444
195911      1.42311      1.51293      1.57070      1.57898
195912      1.50185      1.57898      1.63705      1.63315
196001      1.47018      1.55604      1.61542      1.60744
196002      1.37624      1.45862      1.53902      1.55393
196003      1.19695      1.28371      1.39128      1.45629
196004      1.17248      1.26695      1.39624      1.45161
196005      1.19089      1.27536      1.43746      1.49515
196006      0.90016      1.00796      1.21194      1.38879
196007      0.83291      0.99695      1.16315      1.28923
196008      0.83291      0.95166      1.08181      1.22671
196009      0.90826      1.04028      1.12168      1.23256
196010      0.83291      1.00430      1.11186      1.26130
196011      0.86289      0.97833      1.12493      1.28093
196012      0.81093      0.91629      1.05082      1.22964
196101      0.80648      0.90422      1.03318      1.22083
196102      0.88377      0.95551      1.07500      1.24127
196103      0.87129      0.93216      1.05779      1.20896
196104      0.82855      0.90422      1.05779      1.20297
196105      0.82855      0.89200      1.05431      1.17248
196106      0.84587      0.93216      1.11841      1.28923
196107      0.80648      0.89609      1.07158      1.27815
196108      0.87129      0.97833      1.11841      1.32442
196109      0.82418      0.98582      1.11841      1.31641
196110      0.83291      0.97833      1.11514      1.28647
196111      0.90826      0.99325      1.12168      1.28371
196112      0.95551      1.05779      1.15688      1.31372
196201      1.00063      1.07841      1.18784      1.32442
196202      1.00430      1.07500      1.18784      1.30563
196203      1.00063      1.05431      1.11841      1.23837
196204      1.00430      1.04028      1.09527      1.21788
196205      0.98582      1.02245      1.10856      1.22378
196206      1.00430      1.02962      1.10856      1.22083
196207      1.07158      1.12493      1.19089      1.28647
196208      1.03674      1.09527      1.16315      1.24127
