194701    -12.17848     -6.34383     -0.34814     -0.40590
194801    -12.24159     -6.32502     -0.26657     -0.33368
194901    -12.24943     -6.33756     -0.30788     -0.33950
195001    -12.25322     -6.26623     -0.29437     -0.32820
195101    -12.25705     -6.26592     -0.18874     -0.25306
195201    -12.23765     -6.25289     -0.17079     -0.23101
195301    -12.21852     -6.21647     -0.18633     -0.22208
195401    -12.21249     -6.21691     -0.18874     -0.21825
195501    -12.18890     -6.16418     -0.20334     -0.22069
195601    -12.17389     -6.13167     -0.19601     -0.20595
195701    -12.17367     -6.12862     -0.16370     -0.17332
195801    -12.19520     -6.13819     -0.12217     -0.14592
195901    -12.16064     -6.10553     -0.13811     -0.13641
196001    -12.16704     -6.10083     -0.12783     -0.12105
196101    -12.17075     -6.08719     -0.11541     -0.11037
196201    -12.16831     -6.05583     -0.10647     -0.09892
196301    -12.16990     -6.03545     -0.09212     -0.08544
196401    -12.14134     -5.98009     -0.07904     -0.07242
196501    -12.10982     -5.93273     -0.05763     -0.05681
196601    -12.09370     -5.89580     -0.00904     -0.02801
196701    -12.08381     -5.86813      0.00000      0.00000
196801    -12.04959     -5.83835      0.03537      0.04136
196901    -12.03872     -5.82625      0.08526      0.09382
197001    -12.01873     -5.80904      0.13889      0.15096
197101    -12.02405     -5.78166      0.16890      0.19303
197201    -12.00499     -5.74721      0.21107      0.22563
197301    -12.04459     -5.69158      0.34642      0.28378
197401    -12.06972     -5.71474      0.48057      0.38693
197501    -12.06231     -5.71672      0.56190      0.47501
197601    -12.02425     -5.69173      0.59111      0.53206
197701    -12.01592     -5.66685      0.65285      0.59348
197801    -12.02298     -5.63419      0.74716      0.66771
197901    -12.02108     -5.64432      0.85143      0.77547
198001    -12.01979     -5.67716      0.93413      0.90035
198101    -12.02982     -5.68160      1.00978      0.99857
198201    -12.02149     -5.68861      1.04942      1.05699
198301    -11.99474     -5.65868      1.06987      1.08908
198401    -11.97975     -5.61450      1.10724      1.13056
198501    -11.96164     -5.59688      1.13043      1.16582
198601    -11.94373     -5.56538      1.16190      1.18490
198701    -11.93359     -5.55120      1.20237      1.22021
198801    -11.92500     -5.51572      1.24300      1.26089
198901    -11.93477     -5.50356      1.29992      1.30777
DATE      CT2L          YOVP2L        PF2L         PYL
