196001      7.94709      8.30945      0.00000      0.06200      NA           0.00000      0.00000      0.00000
196002      7.99619      8.38724      0.00000      0.06400     -0.02362      0.00000      0.00000      0.00000
196003      7.94991      8.46536      0.00000      0.06400      0.05600      0.00000      0.00000      0.00000
196004      8.03075      8.47733      0.00000      0.06200     -0.01632      0.00000      0.00000      0.00000
196101      7.95179      8.37440      0.00000      0.06000      0.02997      0.00000      0.00000      0.00000
196102      8.02004      8.42085      0.00000      0.05700     -0.02270      0.00000      0.00000      0.00000
196103      8.00208      8.48200      0.00000      0.06000      0.05171      0.00000      0.00000      0.00000
196104      8.09002      8.48827      0.00000      0.06000     -0.00554      0.00000      0.00000      0.00000
196201      8.00665      8.38773      0.00000      0.05800      0.02102      0.00000      0.00000      0.00000
196202      8.07187      8.46133      0.00000      0.06000     -0.02372      0.00000      0.00000      0.00000
196203      8.05056      8.52533      0.00000      0.06100      0.04348      0.00000      0.00000      0.00000
196204      8.12213      8.52290      0.00000      0.06200     -0.00852      0.00000      0.00000      0.00000
196301      8.02250      8.36341      0.00000      0.06100      0.02956      0.00000      0.00000      0.00000
196302      8.10015      8.47884      0.00000      0.06100     -0.03010      0.00000      0.00000      0.00000
196303      8.08923      8.55772      0.00000      0.06100      0.03065      0.00000      0.00000      0.00000
196304      8.15384      8.56204      0.00000      0.06100     -0.00315      0.00000      0.00000      0.00000
196401      8.07513      8.44923      0.00000      0.06000      0.02580      0.00000      0.00000      0.00000
196402      8.15180      8.53876      0.00000      0.06200     -0.02732      0.00000      0.00000      0.00000
196403      8.12794      8.59346      0.00000      0.06300      0.03090      0.00000      0.00000      0.00000
196404      8.17440      8.59923      0.00000      0.06300      0.01434      0.00000      0.00000      0.00000
196501      8.11139      8.49679      0.00000      0.06400      0.02200      0.00000      0.00000      0.00000
196502      8.19326      8.57976      0.00000      0.06800     -0.03051      0.00000      0.00000      0.00000
196503      8.16177      8.62811      0.00000      0.07100      0.03166      0.00000      0.00000      0.00000
196504      8.20244      8.63849      0.00000      0.07400      0.01123      0.00000      0.00000      0.00000
196601      8.12045      8.53420      0.00000      0.07400      0.02304      0.00000      0.00000      0.00000
196602      8.19946      8.61140      0.00000      0.07900     -0.03233      0.00000      0.00000      0.00000
196603      8.15016      8.64307      0.00000      0.08100      0.03449      0.00000      0.00000      0.00000
