187101      0.58503     10.04535     -0.53609      2.30711
187201      0.65646     10.63457     -0.42090      2.36411
187301      0.72026     11.25551     -0.32814      2.42086
187401      0.75806     10.76037     -0.27699      2.37587
187501      0.74384     11.18227     -0.29593      2.41433
187601      0.79255     11.86170     -0.23250      2.47331
187701      0.51499      9.67302     -0.66361      2.26934
187801      0.54217      9.78916     -0.61218      2.28128
187901      0.63522     11.25786     -0.45378      2.42107
188001      0.72958     14.39437     -0.31529      2.66684
188101      0.91570     17.99419     -0.08807      2.89005
188201      0.91143     16.91429     -0.09274      2.82816
188301      1.01208     17.55287      0.01201      2.86522
188401      1.03322     17.20930      0.03268      2.84545
188501      0.87770     15.25180     -0.13045      2.72470
188601      0.78755     19.04762     -0.23883      2.94694
188701      0.89091     20.29091     -0.11551      3.01017
188801      0.80212     18.76325     -0.22050      2.93190
188901      0.78755     19.19414     -0.23883      2.95460
189001      0.82397     20.14981     -0.19362      3.00319
189101      0.85171     18.40304     -0.16051      2.91252
189201      0.97571     22.30769     -0.02459      3.10493
189301      0.98814     22.17391     -0.01193      3.09892
189401      0.92952     19.03084     -0.07309      2.94606
189501      0.81739     18.47826     -0.20164      2.91659
189601      0.83636     19.40909     -0.17869      2.96574
189701      0.82727     19.18182     -0.18962      2.95396
189801      0.85217     21.21739     -0.15996      3.05482
189901      0.85020     24.61538     -0.16228      3.20337
190001      1.10448     22.76119      0.09937      3.12506
190101      1.21154     27.19231      0.19189      3.30293
190201      1.23019     30.64151      0.20717      3.42236
190301      1.25448     30.32258      0.22672      3.41189
190401      1.12868     24.55882      0.12105      3.20107
190501      1.20803     30.76642      0.18899      3.42642
190601      1.37241     34.03448      0.31657      3.52737
190701      1.43322     31.14007      0.35993      3.43850
190801      1.32781     22.68212      0.28353      3.12158
190901      1.46644     30.40268      0.38284      3.41453
191001      1.47962     31.59875      0.39179      3.45312
191101      1.53226     29.90323      0.42674      3.39797
191201      1.53503     29.04459      0.42855      3.36883
191301      1.40708     27.43363      0.34152      3.31177
191401      1.27410     25.21084      0.24224      3.22727
191501      1.30120     22.53012      0.26329      3.11485
191601      1.45170     24.36031      0.37273      3.19296
191701      1.33526     18.43931      0.28913      2.91448
191801      0.91186     11.55449     -0.09227      2.44707
191901      0.78222     11.62963     -0.24562      2.45356
192001      0.64684     11.17722     -0.43566      2.41388
192101      0.80416     12.32236     -0.21796      2.51142
192201      1.08974     15.59829      0.08594      2.74716
192301      1.00567     16.82420      0.00566      2.82282
192401      1.07364     17.11240      0.07106      2.83980
192501      1.12897     19.77570      0.12131      2.98445
192601      1.28731     23.60075      0.25256      3.16128
192701      1.54000     26.80000      0.43178      3.28840
192801      1.71026     35.27163      0.53665      3.56308
192901      1.93227     49.52191      0.65870      3.90242
193001      2.03742     45.13514      0.71169      3.80966
193101      2.06030     40.15075      0.72285      3.69264
193201      1.43678     23.85057      0.36241      3.17181
193301      1.39241     22.43671      0.33103      3.11070
193401      1.20321     28.18182      0.18499      3.33868
193501      1.15196     22.69608      0.14147      3.12219
193601      1.72662     32.99760      0.54616      3.49643
193701      1.80180     39.61712      0.58879      3.67926
193801      1.21718     26.99284      0.19654      3.29557
193901      1.55779     31.40704      0.44327      3.44703
194001      1.63017     29.92701      0.48868      3.39876
194101      1.69856     25.23923      0.52978      3.22840
194201      1.18712     17.96781      0.17153      2.88858
194301      1.15750     19.14611      0.14626      2.95210
194401      1.19850     22.19101      0.18107      3.09969
194501      1.21547     24.84346      0.19513      3.21259
194601      1.28159     32.52708      0.24810      3.48207
194701      1.14754     20.77869      0.13762      3.03393
194801      1.12183     17.88902      0.11496      2.88419
194901      1.39706     18.82353      0.33437      2.93511
195001      1.89433     21.75258      0.63887      3.07973
195101      1.54605     23.25658      0.43570      3.14659
195201      1.57191     26.96767      0.45229      3.29464
195301      1.66284     30.02294      0.50853      3.40196
195401      1.75000     28.93182      0.55962      3.36494
195501      1.87643     40.73227      0.62937      3.70702
195601      1.95946     49.71847      0.67267      3.90638
195701      1.93096     49.00755      0.65802      3.89197
195801      1.85578     43.60551      0.61830      3.77518
195901      1.93038     58.67089      0.65772      4.07194
196001      2.05913     61.27772      0.72229      4.11542
196101      2.12185     62.73109      0.75229      4.13886
196201      2.24211     72.70526      0.80742      4.28641
196301      2.40760     68.70116      0.87863      4.22977
196401      2.62605     80.30462      0.96548      4.38583
196501      2.85714     90.46218      1.04982      4.50493
196601      2.91075     94.64503      1.06841      4.55013
196701      2.91708     84.36563      1.07058      4.43516
196801      3.03660     94.00593      1.11074      4.54336
196901      3.02972     97.79482      1.10847      4.58287
197001      2.87283     82.62580      1.05530      4.41432
197101      2.74597     83.62254      1.01014      4.42631
197201      2.70851     88.82201      0.99640      4.48663
197301      2.71486     95.10040      0.99874      4.55493
197401      2.45566     65.55935      0.89840      4.18296
197501      2.14203     42.23516      0.76175      3.74325
197601      2.25753     53.99108      0.81427      3.98882
197701      2.48272     55.18341      0.90936      4.01066
197801      2.53373     45.10245      0.92969      3.80894
197901      2.55888     45.15851      0.93957      3.81018
198001      2.41663     43.49549      0.88238      3.77266
198101      2.32795     46.68890      0.84499      3.84351
198201      2.30305     39.31612      0.83423      3.67163
198301      2.36412     48.10604      0.86041      3.87341
198401      2.44481     54.02273      0.89397      3.98940
198501      2.55250     55.44750      0.93707      4.01544
198601      2.68048     67.39722      0.98600      4.21060
DATE        DIVIDEND    PRICE         DIVIDENDL    PRICEL
