194801     -0.66569      0.22927 6.13309e-004      NA
194901     -0.65481      0.26376      0.01961      0.04695
195001     -0.63971      0.28661      0.03594      0.09566
195101     -0.61728      0.28776      0.00000      0.06134
195201     -0.62021      0.30507      0.04140      0.04459
195301     -0.57679      0.38950      0.03975     -0.00855
195401     -0.53438      0.49366      0.03964      0.03432
195501     -0.53161      0.60567      0.04175      0.01434
195601     -0.48477      0.63870      0.05678      0.02495
195701     -0.50435      0.64658      0.05928      0.06008
195801     -0.49497      0.67345      0.04810      0.00270
195901     -0.48790      0.67504      0.06353      0.02239
196001     -0.46429      0.75731      0.05236      0.00501
196101     -0.42089      0.78755      0.05504      0.01818
196201     -0.39053      0.83271      0.06329      0.02635
196301     -0.33236      0.88392      0.06891      0.03108
196401     -0.33469      0.95677      0.07722      0.07311
196501     -0.28560      1.03261      0.07442      0.03652
196601     -0.27614      1.04494      0.07192      0.05358
196701     -0.25357      1.08443      0.05965      0.02440
196801     -0.24613      1.13080      0.05331      0.03001
196901     -0.19458      1.16199      0.07437      0.09468
197001     -0.17935      1.20770      0.07133      0.03633
197101     -0.13699      1.25147      0.04090      0.04448
197201     -0.13022      1.28312      0.03436      0.07148
197301     -0.11700      1.33152      0.02788      0.07626
197401     -0.12972      1.34425     -0.00596      0.06250
197501     -0.10989      1.34663     -0.03215      0.07128
197601     -0.08914      1.40550     -0.01188      0.10452
197701     -0.07309      1.47610     -0.01595      0.05766
197801     -0.05887      1.51230     -0.03915      0.02012
197901     -0.04432      1.52657     -0.05125      0.02856
198001     -0.04393      1.52006     -0.06198      0.05452
198101     -0.06597      1.50862     -0.05475      0.06701
198201     -0.07357      1.51280     -0.05496      0.05341
198301     -0.07174      1.50761     -0.06471      0.01537
198401     -0.05860      1.50032     -0.06519      0.02891
198501     -0.06049      1.51805     -0.07176      0.01488
198601     -0.04521      1.56137     -0.07499     -0.00258
198701     -0.03314      1.58354     -0.07537     -0.00341
198801     -0.02032      1.58604     -0.07580      0.00681
DATE       CL            YOVP        PFOVPY        PFLD
